title,Ethnicity,Gender,Religious_Affiliation,Political_Party,docid
Adelaide of Austria,,female,Catholicism,,5558034
Anna May Wong,,female,Christian Science,,781005
Jeannette Rankin,,female,,Republican Party,145013
BoA,Koreans,female,,,261150
Macy Gray,African Americans,female,,,168875
Keyshia Cole,African Americans,female,,,2215547
Stormy Daniels,,female,,Republican Party,3258683
Akshay Kumar,,male,Sikhism,,595801
Pam Grier,African Americans,female,Judaism,,1046324
Linda McMahon,,female,,Republican Party,679668
Muriel Spark,Scottish people,female,Catholic Church,,218081
Harriet Harman,,female,Christianity,Labour Party,354361
Princess Elizabeth of the United Kingdom,,female,Anglicanism,,3311743
Camryn Manheim,,female,Judaism,,656601
Maria Goretti,,female,Catholicism,,585812
James I of Scotland,,male,Christianity,,58732
Alison Brie,American Jews,female,Judaism,,24382329
Wilhelmine Amalie of Brunswick,,female,Catholicism,,11125606
Germaine of Foix,,female,Catholicism,,2199214
Jeanette MacDonald,,female,Christian Science,Republican Party,499380
Lisa Loeb,,female,,Democratic Party,448947
Roxana Saberi,Iranians,female,,,21768554
Eleonora Gonzaga (1598–1655),,female,Catholicism,,1379120
Patti Austin,African Americans,female,,,1983285
Nawal El Saadawi,,female,Islam,,30874241
Adnan Menderes,,male,Sunni Islam,Liberal Republican Party,1191921
Pavel Grachev,,male,,Communist Party of the Soviet Union,4148382
Sacagawea,Shoshone,female,,,15716239
Solomon ibn Gabirol,Jewish people,male,Judaism,,938607
Christine Gregoire,,female,Catholicism,Democratic Party,893301
Sue Bird,Jewish people,female,Judaism,,747736
Glaucias of Taulantii,Taulantii,male,,,23540814
Joan Rivers,American Jews,female,Judaism,Republican Party,265883
Muhammad al-Bukhari,,male,Islam,,262185
Candace Parker,African Americans,female,,,1147127
Mindaugas,,male,paganism,,38239735
Ferdinand III of Castile,,male,Catholic Church,,70646
Saud of Saudi Arabia,,male,Islam,,402553
Leon Panetta,,male,Catholic Church,Democratic Party,757584
Dev Patel,,male,Hinduism,,9615288
Jun Ji-hyun,Koreans,female,Buddhism,,1128817
Masami Nagasawa,Japanese people,female,,,2177729
Marilynne Robinson,,female,Congregational churches,,1661894
Domingo Faustino Sarmiento,,male,,Unitarian Party,383564
"Andrew Feldman, Baron Feldman of Elstree",,male,,Conservative Party,30246737
Helen Herron Taft,,female,,Republican Party,415584
Táhirih,,female,Bábism,,545485
Carol Burnett,Americans,female,,,249662
Thérésa Tallien,,female,Catholic Church,,1016766
Nadine Dorries,,female,,Conservative Party,1872870
Nadhim Zahawi,,male,,Conservative Party,27284572
Anne-Marie Duff,Irish people,female,,,3850153
"George Young, Baron Young of Cookham",,male,,Conservative Party,414480
David Turpie,,male,,Democratic Party,3284988
Shaun Woodward,,male,,Conservative Party,416838
Yuriko Koike,,female,,Japan New Party,1942760
Princess Januária of Brazil,,female,Catholicism,,2855132
Henry II of Castile,,male,Catholicism,,167050
Margaret Spellings,,female,,Republican Party,1169267
William Hanna,Irish Americans,male,,,896953
Pontius Pilate's wife,,female,Christianity,,1651932
Janet Yellen,,female,Judaism,Democratic Party,627769
Miriam Defensor Santiago,Hiligaynon people,female,Christianity,People's Reform Party,1749242
Maria Tallchief,Osage Nation,female,,,1387193
Joanna Russ,,female,atheism,,16017
James McHenry,,male,,Federalist Party,547346
Namie Amuro,Ryukyuan people,female,,,495011
Fay Wray,,female,,Republican Party,10965
Lorenzo Da Ponte,,male,Catholic Church,,5268385
Anita Desai,,female,Hinduism,,1073676
Sherri Shepherd,African Americans,female,,,4450803
Alistair Carmichael,,male,,Scottish Liberal Democrats,434894
Robert Buckland,,male,,Conservative Party,27362090
Andy Burnham,,male,,Labour Party,414818
Jeanne Shaheen,,female,Protestantism,Democratic Party,299820
Shilpa Shetty,,female,Hinduism,,18319111
Margaret of Brabant,,female,Christianity,,3548446
Lauren Alaina,,female,Christianity,,31000171
Diane von Fürstenberg,,female,Judaism,,1423846
Cormac McCarthy,,male,Catholic Church,,324581
Keke Palmer,African Americans,female,Christianity,,4808226
James Baldwin,African Americans,male,atheism,,176935
Amintore Fanfani,,male,Catholicism,Christian Democracy,725861
Luol Deng,Dinka people,male,,,1335730
Milton Latham,,male,,Lecompton Constitution,873994
Sam Raimi,,male,Judaism,,28631
Charlotte Gainsbourg,,female,Judaism,,101721
Frances Hodgson Burnett,English people,female,Christian Science,,161229
Joe Mantegna,Italian Americans,male,,,422137
Vazgen Sargsyan,Armenians,male,Armenian Apostolic Church,Republican Party of Armenia,313184
Brian Friel,,male,Catholic Church,,143244
Al-Walid I,Arabs,male,Islam,,437338
Al-Mu'tasim,Arabs,male,Islam,,342395
Samuel Chase,,male,,Federalist Party,260872
Don Newcombe,African Americans,male,,,629570
"Maria, Queen of Sicily",,female,Christianity,,280983
Anna Deavere Smith,African Americans,female,,,1878026
Harold Ramis,American Jews,male,Judaism,,277587
Carl Albert,,male,,Democratic Party,265831
Barbara Lee,African Americans,female,Baptists,Democratic Party,408652
Étienne Charles de Loménie de Brienne,,male,Catholic Church,Ancien Régime,279703
Étienne Gilson,,male,Catholic Church,,1082423
The Iron Sheik,,male,Shia Islam,,363161
Steven Zaillian,Armenian American,male,,,2620698
Lydia of Thyatira,,female,Christianity,,4619001
Shriya Saran,,female,Hinduism,,3646331
Lyudmila Alexeyeva,,female,,Communist Party of the Soviet Union,19556490
Al-Hajjaj ibn Yusuf,Arabs,male,Islam,,433740
Zubayr ibn al-Awwam,,male,Islam,,8944750
Ernesto Geisel,,male,Protestantism,National Renewal Alliance Party,492058
Al-Shafi'i,Arabs,male,Islam,,419058
Kaloyan of Bulgaria,Vlah,male,,,289907
Mario Draghi,,male,,independent politician,3557692
Martin Landau,,male,Judaism,,261053
Alfonso VIII of Castile,,male,Catholicism,,151257
Liaquat Ali Khan,Punjabis,male,Islam,Muslim League,461913
Afonso III of Portugal,,male,Christianity,,1659
Quintus Sertorius,,male,,populares,160716
Ed Davey,,male,,Liberal Democrats,420166
Miguel de la Madrid,,male,,Institutional Revolutionary Party,323556
John II of Castile,,male,Christianity,,153269
Ur-Nammu,,male,Sumerian religion,,750618
Jigme Dorji Wangchuck,,male,Buddhism,,570768
Joss Whedon,,male,atheism,,158079
Jeffrey Dahmer,,male,Catholicism,,16218
Chauncey Billups,African Americans,male,,,644551
Stefan Nemanja,Serbs,male,Eastern Orthodoxy,,276533
Pat Morita,Japanese Americans,male,,,337629
Victoriano Huerta,,male,Catholicism,,359410
Nur Muhammad Taraki,Pashtuns,male,,People’s Democratic Party of Afghanistan,917611
Frank Dobson,,male,,Labour Party,349798
Pat Doherty (politician),,male,,Sinn Féin,415655
Henry Suso,,male,Catholic Church,,1919541
Ricky Schroder,,male,The Church of Jesus Christ of Latter-day Saints,Republican Party,212808
MF Doom,,male,Five-Percent Nation,,923002
Abdul Halim Khaddam,,male,Islam,Ba'ath Party,3044825
Abd al-Mu'min,Berber,male,Islam,,1214175
Will Wright (game designer),,male,atheism,,154002
Ja Rule,African Americans,male,,,144010
Mark Henry,African Americans,male,,,1041577
Maxim Litvinov,,male,,Communist Party of the Soviet Union,484805
Gilbert Arenas,African Americans,male,,,1307649
Martin Amis,English people,male,,,87240
Norman Schwarzkopf Jr.,,male,,Republican Party,443561
Jim Cummings,English Americans,male,,Republican Party,651486
Don Ameche,Italian Americans,male,,California Republican Party,520931
David Dacko,,male,Catholicism,Movement for the Social Evolution of Black Africa,376188
Chevy Chase,,male,,Republican Party,102973
Boris Berezovsky (businessman),,male,Eastern Orthodoxy,Communist Party of the Soviet Union,355478
Poul Nyrup Rasmussen,,male,Lutheranism,Social Democrats,279240
Karl Rove,,male,,Republican Party,19329135
Stephen Chow,Han Chinese people,male,,,539048
Georgios Papandreou,Greeks,male,Church of Greece,Centre Union,357325
Bobby Darin,,male,,Democratic Party,100161
Bahram Chobin,,male,Zoroastrianism,,3581762
Khorloogiin Choibalsan,,male,atheism,Mongolian People's Party,441574
William Rehnquist,,male,Lutheranism,Republican Party,18938721
Jacob Obrecht,,male,Catholic Church,,689759
Michael Lewis,,male,atheism,,3346980
Grant Hill,African Americans,male,,,655424
Roger Casement,,male,Catholicism,Irish Volunteers,25730
Emilio Colombo,,male,,Christian Democracy,983274
Francisco de Vitoria,,male,Catholic Church,,1030890
William Buckland,,male,Anglicanism,,393546
John Dos Passos,,male,,Republican Party,258775
Michael Bolton,,male,Judaism,,551974
Aśvaghoṣa,,male,Buddhism,,655213
"William Lamb, 2nd Viscount Melbourne",,male,,Whigs,43474
"William Petty, 2nd Earl of Shelburne",,male,,Whigs,309008
Bud Powell,African Americans,male,,,155964
Red Cloud,Oglala Lakota,male,Catholicism,,463108
Juan Negrín,,male,,Spanish Socialist Workers' Party,1126407
Grand Duke Vladimir Alexandrovich of Russia,,male,Eastern Orthodoxy,,2469963
Bob Kane,Jewish people,male,,,548725
Mahendra of Nepal,,male,Hinduism,,313135
Prince Paul of Yugoslavia,,male,Serbian Orthodox Church,,565172
Fritz Leiber,Germans,male,,,10875
Red Buttons,American Jews,male,,,650385
Chiranjeevi,,male,Hinduism,Indian National Congress,620504
Peter Carey (novelist),Australians,male,,,24419
Goh Chok Tong,,male,,People's Action Party,286844
Georgy Chicherin,Russians,male,,Communist Party of the Soviet Union,847569
Ivanoe Bonomi,,male,,Italian Socialist Party,994950
Niceto Alcalá-Zamora,,male,Catholicism,Liberal Party,1419749
Vologases V,,male,Zoroastrianism,,1687293
David Lee Roth,Jewish people,male,,,264319
Pierre Duhem,,male,Catholic Church,,424304
Buddy Guy,African Americans,male,,,566989
Pierre Mendès France,,male,Judaism,Radical-Socialist and Radical Republican Party,359772
Lord Randolph Churchill,,male,,Conservative Party,309513
Amr ibn al-As,Arabs,male,Islam,,30870773
Georges Bernanos,,male,Catholic Church,,318794
Karađorđe,Serbs,male,Serbian Orthodox Church,,261120
Maurice Blanchot,French,male,,,257193
John Hawkins (naval commander),English people,male,,,382797
José López Portillo,,male,Catholicism,Institutional Revolutionary Party,341505
Miguel Alemán Valdés,,male,,Institutional Revolutionary Party,436366
Manuel Ávila Camacho,,male,Roman Catholic,Institutional Revolutionary Party,436360
Yohannes IV,,male,Ethiopian Orthodox Tewahedo Church,,1193338
Brad Falchuk,,male,Judaism,,25645587
Talaat Pasha,,male,Islam,Committee of Union and Progress,1853435
Vasubandhu,,male,Buddhism,,304972
Jonathan Franzen,Swedish Americans,male,,,172101
Alan Cumming,,male,atheism,,203321
Hugh of Saint Victor,,male,Christianity,,1473144
Corneliu Zelea Codreanu,,male,Romanian Orthodox Church,Iron Guard,428503
Ariarathes I of Cappadocia,Iranians,male,,,2654320
Edward Bulwer-Lytton,English people,male,,Whigs,10393
Tongzhi Emperor,Manchu,male,,,265940
Han Yu,,male,Confucianism,,420478
Yigal Allon,,male,,Israeli Labor Party,338757
Alex Jones,,male,Christianity,Republican Party,358934
Stephon Marbury,African Americans,male,,,635620
Shahid Kapoor,Punjabis,male,,,1016409
Tomislav of Croatia,,male,Christianity,,1656157
Tom Skerritt,,male,Scientology,,719414
Taksin,,male,Buddhism,,47777257
Śāriputra,Magadha,male,Buddhism,,2319597
Giuseppe Pella,,male,,Christian Democracy,1243159
Sterling Hayden,,male,,Communist Party USA,921360
Jo Swinson,,female,atheism,Liberal Democrats,1863298
Pierre Pflimlin,,male,Catholic Church,Popular Republican Movement,585179
Richard Crossman,,male,,Labour Party,621712
John Noble Goodwin,,male,,Republican Party,3619012
Saint David,,male,Catholic Church,,29007
N. F. S. Grundtvig,,male,Lutheranism,,324080
Sami Frashëri,Albanians,male,,,7683956
Geoffrey Howe,Welsh people,male,,Conservative Party,307805
Liam Fox,,male,,Conservative Party,357375
George Galloway,,male,,Respect Party,18247133
George Osborne,,male,,Conservative Party,422814
"Thomas Townshend, 1st Viscount Sydney",,male,,Whigs,317487
"John Hutton, Baron Hutton of Furness",,male,,Labour Party,19592864
John Biffen,,male,,Conservative Party,471172
Ellen Wilkinson,,female,,Labour Party,1414022
Leo Africanus,,male,Islam,,280973
"Henry Hardinge, 1st Viscount Hardinge",,male,,Conservative Party,538146
Harold Nicolson,,male,,Labour Party,425874
Michael Ancram,,male,,Conservative Party,252986
Philip Hammond,,male,Anglicanism,Conservative Party,434606
Selwyn Lloyd,,male,Methodism,Conservative Party,405856
Jiaqing Emperor,Manchu,male,,,265948
"Tom King, Baron King of Bridgwater",,male,,Conservative Party,302364
Raja Ravi Varma,Malayali,male,,,910003
Sam Kinison,,male,Pentecostalism,,490918
David Mundell,,male,Presbyterianism,Scottish Conservatives,1872687
David Mellor,,male,,Conservative Party,356905
Charles Haughey,,male,,Fianna Fáil,146948
"Granville Leveson-Gower, 2nd Earl Granville",,male,,Liberal Party,309040
"Christopher Addison, 1st Viscount Addison",,male,,Liberal Party,671885
Andrea Camilleri,,male,atheism,,594520
Ibn Ishaq,Arabs,male,Islam,,344705
Zail Singh,,male,Sikhism,Indian National Congress,678016
Alexander Bogdanov,,male,,Bolsheviks,38584387
"Henry Bathurst, 3rd Earl Bathurst",,male,,Tories,309033
Robert Skidelsky,,male,,Labour Party,2528322
George Carey,British people,male,Anglicanism,,435543
Abubakar Tafawa Balewa,,male,Islam,Northern People's Congress,674763
"George Parker, 2nd Earl of Macclesfield",,male,,Whigs,567467
"David Young, Baron Young of Graffham",,male,,Conservative Party,1292400
"Sayeeda Warsi, Baroness Warsi",,female,Islam,Conservative Party,3779241
Elmore Leonard,,male,Catholicism,,412908
"Jonathan Sacks, Baron Sacks",Ashkenazi Jews,male,Orthodox Judaism,Labour Party,1135086
"George Lyttelton, 1st Baron Lyttelton",,male,,Whigs,1019715
Douglas Hurd,,male,,Conservative Party,290292
"Charles Cripps, 1st Baron Parmoor",,male,,Conservative Party,1018194
Noli de Castro,,male,,Koalisyon ng Katapatan at Karanasan sa Kinabukasan,796623
Victor de Broglie (1785–1870),,male,,Orléanism,602513
James Duane,,male,,Federalist Party,640894
Jeff Barry,Jewish people,male,,,2303140
Gene Autry,,male,,Republican Party,176742
Andrew Stevenson,,male,,Democratic Party,794363
Herb Alpert,Jewish people,male,,,439959
Ryuichi Sakamoto,Japanese people,male,,,26272
W. Averell Harriman,,male,,Democratic Party,518073
Hassan Rouhani,Persians,male,Shia Islam,Islamic Republican Party,38481813
"Louis Philippe I, Duke of Orléans",,male,Catholic Church,,279707
Dom DeLuise,Italian Americans,male,,,546740
George Benson,African Americans,male,Jehovah's Witnesses,,12945
Jack DeJohnette,African Americans,male,,,511533
Paul Volcker,,male,Lutheranism,Democratic Party,399213
Robert Ryan,,male,,Democratic Party,997953
The-Dream,African Americans,male,,,12587230
Bradley Whitford,,male,,Democratic Party,691771
Tim Hardaway,African Americans,male,,,612944
Roberto Cavalli,Italians,male,,,2437077
Eric Bogosian,Armenian American,male,,,266648
Ahmet Ertegun,,male,Islam,,21711647
Adel Safar,,male,Islam,Baath Party,31375782
Adela Pankhurst,,female,,Independent Labour Party,1607524
Clifford Brown,African Americans,male,,,248331
Amiri Baraka,African Americans,male,Islam,Congress of Afrikan People,8568334
Lee de Forest,,male,,Republican Party,256764
Peter Coyote,,male,Buddhism,,570028
Frank Knight,,male,atheism,,263040
Philip Sheridan,,male,,Republican Party,213144
Edward Martin (Pennsylvania politician),,male,,Republican Party,3072972
Albert Brooks,American Jews,male,,,3075
Joseph Arthur Ankrah,,male,Methodism,,769883
Pierre Moscovici,,male,Judaism,Socialist Party,852963
Mel Renfro,African Americans,male,,,1012320
Don Siegel,,male,atheism,,38774
Fumio Kishida,,male,,Liberal Democratic Party,13510050
Juri Lotman,,male,,Communist Party of the Soviet Union,541950
Karel Hynek Mácha,Czechs,male,,,17059
Omarion,African Americans,male,,,186260
Edward Stettinius Jr.,,male,Episcopal Church,Democratic Party,602851
José Félix Uriburu,,male,,Nationalist Liberation Alliance,717772
Judd Hirsch,Jewish people,male,,,414106
Carlos Arias Navarro,,male,Catholic Church,Falange Española Tradicionalista y de las JONS,1275156
Hussein Kamel of Egypt,,male,Sunni Islam,,1806344
Frank Carlson,Swedish Americans,male,,Republican Party,798029
"John George I, Elector of Saxony",,male,Lutheranism,,1656966
Vivian Campbell,,male,atheism,,1878224
Ibn Jubayr,,male,Islam,,2174304
Gregory Hines,African Americans,male,,,293359
John Carter (Texas politician),,male,Christianity,Republican Party,20713710
Dustin Moskovitz,Jewish people,male,,,19601079
Ardashir I,,male,Zoroastrianism,,841099
Glenn Close,,female,,Democratic Party,44459
Nguyễn Cao Kỳ,Vietnamese people,male,Buddhism,independent politician,434866
David Davis (Supreme Court justice),,male,,Republican Party,21808276
David McCullough,Scotch-Irish Americans,male,,,1186092
"James Douglas, 14th Earl of Morton",,male,,Whigs,1613113
Wang Yangming,,male,Confucianism,,619526
Noe Zhordania,,male,Eastern Orthodox Church,Mesame Dasi,427425
Tadanobu Asano,Japanese people,male,,,265736
Prem Tinsulanonda,,male,Theravāda,independent politician,1631133
Little Walter,African Americans,male,,,467103
David Frost,,male,Methodism,,399078
John Foxe,,male,Anglicanism,,298309
Boris Savinkov,,male,,Socialist Revolutionary Party,2481799
Gyula Gömbös,,male,Lutheranism,Party of Hungarian Life,917782
"John, Prince of Asturias",,male,Catholic Church,,2648092
Sherrod Brown,,male,Lutheranism,Democratic Party,7811761
